1,1,1,2,2,1,0,0
1,1,1,2,2,1,0,0.0056627
1,1,1,2,2,1,0,0.010844
1,1,1,2,2,1,0,0.015919
1,1,1,2,2,1,0,0.021133
1,1,1,2,2,1,0,0.027747
1,1,1,2,2,1,0,0.033647
1,1,1,2,2,1,0,0.03862
1,1,1,2,2,1,0,0.043563
1,1,1,2,2,1,0,0.048556
1,1,1,2,2,1,0,0.0537
1,1,1,2,2,1,0,0.058764
1,1,1,2,2,1,0,0.063825
1,1,1,2,2,1,0,0.068943
1,1,1,2,2,1,0,0.074039
1,1,1,2,2,1,0,0.079197
1,1,1,2,2,1,0,0.088691
1,1,1,2,2,1,0,0.094709
1,1,1,2,2,1,0,0.10001
1,1,1,2,2,1,0,0.10528
1,1,1,2,2,1,0,0.11006
1,1,1,2,2,1,0,0.11481
1,1,1,2,2,1,0,0.11988
1,1,1,2,2,1,0,0.12509
1,1,1,2,2,1,0,0.12995
1,1,1,2,2,1,0,0.13488
1,1,1,2,2,1,0,0.13967
1,1,1,2,2,1,0,0.14518
1,1,1,2,2,1,0,0.15023
1,1,1,2,2,1,0,0.15501
1,1,1,2,2,1,0,0.15993
1,1,1,2,2,1,0,0.16493
1,1,1,2,2,1,0,0.17033
1,1,1,2,2,1,0,0.17561
1,1,1,2,2,1,0,0.18066
1,1,1,2,2,1,0,0.18566
1,1,1,2,2,1,0,0.19086
1,1,1,2,2,1,0,0.19625
1,1,1,2,2,1,0,0.20093
1,1,1,2,2,1,0,0.20572
1,1,1,2,2,1,0,0.21041
1,1,1,2,2,1,0,0.21564
1,1,1,2,2,1,0,0.2206
1,1,1,2,2,1,0,0.22534
1,1,1,2,2,1,0,0.23024
1,1,1,2,2,1,0,0.23518
1,1,1,2,2,1,0,0.24022
1,1,1,2,2,1,0,0.24497
1,1,1,2,2,1,0,0.24975
1,1,1,2,2,1,0,0.25451
1,1,1,2,2,1,0,0.25962
1,1,1,2,2,1,0,0.26453
1,1,1,2,2,1,0,0.26947
1,1,1,2,2,1,0,0.27445
1,1,1,2,2,1,0,0.27942
1,1,1,2,2,1,0,0.2849
1,1,1,2,2,1,0,0.2897
1,1,1,2,2,1,0,0.29504
1,1,1,2,2,1,0,0.29986
1,1,1,2,2,1,0,0.30461
1,1,1,2,2,1,0,0.30991
1,1,1,2,2,1,0,0.31464
1,1,1,2,2,1,0,0.31935
1,1,1,2,2,1,0,0.32404
1,1,1,2,2,1,0,0.32911
1,1,1,2,2,1,0,0.33398
1,1,1,2,2,1,0,0.33875
1,1,1,2,2,1,0,0.34384
1,1,1,2,2,1,0,0.3486
1,1,1,2,2,1,0,0.35381
1,1,1,2,2,1,0,0.35863
1,1,1,2,2,1,0,0.36349
1,1,1,2,2,1,0,0.36823
1,1,1,2,2,1,0,0.37307
1,1,1,2,2,1,0,0.37825
1,1,1,2,2,1,0,0.38316
1,1,1,2,2,1,0,0.38806
1,1,1,2,2,1,0,0.39304
1,1,1,2,2,1,0,0.3984
1,1,1,2,2,1,0,0.4035
1,1,1,2,2,1,0,0.40862
1,1,1,2,2,1,0,0.41369
1,1,1,2,2,1,0,0.41856
1,1,1,2,2,1,0,0.42372
1,1,1,2,2,1,0,0.42875
1,1,1,2,2,1,0,0.43366
1,1,1,2,2,1,0,0.43845
1,1,1,2,2,1,0,0.44354
1,1,1,2,2,1,0,0.44921
1,1,1,2,2,1,0,0.45408
1,1,1,2,2,1,0,0.45886
1,1,1,2,2,1,0,0.46359
1,1,1,2,2,1,0,0.46874
1,1,1,2,2,1,0,0.4737
1,1,1,2,2,1,0,0.47849
1,1,1,2,2,1,0,0.48347
1,1,1,2,2,1,0,0.48836
1,1,1,2,2,1,0,0.49357
1,1,1,2,2,1,0,0.49869
1,1,1,2,2,1,0,0.50349
1,1,1,2,2,1,0,0.50837
1,1,1,2,2,1,0,0.51312
1,1,1,2,2,1,0,0.5183
1,1,1,2,2,1,0,0.52315
1,1,1,2,2,1,0,0.52814
1,1,1,2,2,1,0,0.53303
1,1,1,2,2,1,0,0.538
1,1,1,2,2,1,0,0.54305
1,1,1,2,2,1,0,0.54793
1,1,1,2,2,1,0,0.55279
1,1,1,2,2,1,0,0.55778
1,1,1,2,2,1,0,0.56317
1,1,1,2,2,1,0,0.5681
1,1,1,2,2,1,0,0.57307
1,1,1,2,2,1,0,0.57805
1,1,1,2,2,1,0,0.58281
1,1,1,2,2,1,0,0.58829
1,1,1,2,2,1,0,0.59309
1,1,1,2,2,1,0,0.59795
1,1,1,2,2,1,0,0.60281
1,1,1,2,2,1,0,0.6078
1,1,1,2,2,1,0,0.61273
1,1,1,2,2,1,0,0.61766
1,1,1,2,2,1,0,0.62251
1,1,1,2,2,1,0,0.62725
1,1,1,2,2,1,0,0.6323
1,1,1,2,2,1,0,0.6371
1,1,1,2,2,1,0,0.64184
1,1,1,2,2,1,0,0.64654
1,1,1,2,2,1,0,0.65135
1,1,1,2,2,1,0,0.65654
1,1,1,2,2,1,0,0.6613
1,1,1,2,2,1,0,0.66626
1,1,1,2,2,1,0,0.67106
1,1,1,2,2,1,0,0.67661
1,1,1,2,2,1,0,0.6818
1,1,1,2,2,1,0,0.68684
1,1,1,2,2,1,0,0.69187
1,1,1,2,2,1,0,0.69717
1,1,1,2,2,1,0,0.70272
1,1,1,2,2,1,0,0.708
1,1,1,2,2,1,0,0.71281
1,1,1,2,2,1,0,0.71767
1,1,1,2,2,1,0,0.72243
1,1,1,2,2,1,0,0.72761
1,1,1,2,2,1,0,0.73296
1,1,1,2,2,1,0,0.7384
1,1,1,2,2,1,0,0.74365
1,1,1,2,2,1,0,0.74888
1,1,1,2,2,1,2,0.755
1,1,1,2,2,1,2,0.76063
1,1,1,2,2,1,2,0.76588
1,1,1,2,2,1,2,0.77104
1,1,1,2,2,1,2,0.77712
1,1,1,2,2,1,2,0.78234
1,1,1,2,2,1,2,0.78729
1,1,1,2,2,1,2,0.79236
1,1,1,2,2,1,2,0.79744
1,1,1,2,2,1,2,0.80263
1,1,1,2,2,1,2,0.80771
1,1,1,2,2,1,2,0.81292
1,1,1,2,2,1,2,0.81798
1,1,1,2,2,1,2,0.82281
1,1,1,2,2,1,2,0.82756
1,1,1,2,2,1,2,0.83231
1,1,1,2,2,1,2,0.8371
1,1,1,2,2,1,2,0.8424
1,1,1,2,2,1,2,0.84732
1,1,1,2,2,1,2,0.85217
1,1,1,2,2,1,2,0.85688
1,1,1,2,2,1,2,0.8621
1,1,1,2,2,1,2,0.86714
1,1,1,2,2,1,2,0.87188
1,1,1,2,2,1,2,0.87663
1,1,1,2,2,1,2,0.88154
1,1,1,2,2,1,2,0.88665
1,1,1,2,2,1,2,0.89154
1,1,1,2,2,1,2,0.89631
1,1,1,2,2,1,2,0.90115
1,1,1,2,2,1,2,0.90602
1,1,1,2,2,1,2,0.91123
1,1,1,2,2,1,2,0.91602
1,1,1,2,2,1,2,0.92095
1,1,1,2,2,1,2,0.92582
1,1,1,2,2,1,2,0.93074
1,1,1,2,2,1,2,0.936
1,1,1,2,2,1,2,0.94089
1,1,1,2,2,1,2,0.94595
1,1,1,2,2,1,2,0.95077
1,1,1,2,2,1,2,0.95562
1,1,1,2,2,1,2,0.96055
1,1,1,2,2,1,2,0.96537
1,1,1,2,2,1,2,0.97014
1,1,1,2,2,1,2,0.9749
1,1,1,2,2,1,2,0.97996
1,1,1,2,2,1,2,0.98489
1,1,1,2,2,1,2,0.98998
1,1,1,2,2,1,2,0.99475
1,1,1,2,2,1,2,0.99968
1,1,1,2,2,1,2,1.0047
1,1,1,2,2,1,2,1.0096
1,1,1,2,2,1,2,1.0145
1,1,1,2,2,1,2,1.0193
1,1,1,2,2,1,2,1.0243
1,1,1,2,2,1,2,1.0306
1,1,1,2,2,1,2,1.0356
1,1,1,2,2,1,2,1.0406
1,1,1,2,2,1,2,1.0456
1,1,1,2,2,1,2,1.0506
1,1,1,2,2,1,2,1.0556
1,1,1,2,2,1,2,1.0604
1,1,1,2,2,1,2,1.0652
1,1,1,2,2,1,2,1.0701
1,1,1,2,2,1,2,1.0754
1,1,1,2,2,1,2,1.0802
1,1,1,2,2,1,2,1.0849
1,1,1,2,2,1,2,1.0897
1,1,1,2,2,1,2,1.0947
1,1,1,2,2,1,2,1.0998
1,1,1,2,2,1,2,1.1048
1,1,1,2,2,1,2,1.1097
1,1,1,2,2,1,2,1.1146
1,1,1,2,2,1,2,1.1197
1,1,1,2,2,1,2,1.1245
1,1,1,2,2,1,2,1.1294
1,1,1,2,2,1,2,1.1342
1,1,1,2,2,1,2,1.139
1,1,1,2,2,1,2,1.1441
1,1,1,2,2,1,2,1.1489
1,1,1,2,2,1,2,1.1537
1,1,1,2,2,1,2,1.1585
